# GENERATED by scripts/gate_evidence_coverage_check.sh -- do not hand-edit; re-run the gate to refresh.
# Coverage matrix: capability x declared/reachable (static, this gate) / invoked/ocel/otel/verified/receipted (runtime, Phase 6 only).
# The five runtime columns are literally "unverified_static_gate" here -- this script has no runtime evidence to report.
# Columns (tab-separated): engine op declared reachable invoked ocel otel verified receipted
rust4pm	import_xes	declared	reachable	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate
rust4pm	import_xes_path	declared	reachable	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate
rust4pm	import_xes_gz	declared	reachable	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate
rust4pm	import_pnml	declared	reachable	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate
rust4pm	import_pnml_path	declared	reachable	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate
rust4pm	log_stats	declared	reachable	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate
rust4pm	top_n_variants	declared	reachable	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate
rust4pm	discover_dfg	declared	reachable	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate
rust4pm	activities_to_alphabet	declared	reachable	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate
rust4pm	activity_position	declared	reachable	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate
rust4pm	discover_alphappp	declared	reachable	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate
rust4pm	discover_powl	declared	reachable	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate
rust4pm	align_variants	declared	reachable	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate	unverified_static_gate
